player_id,player_name,player_nickname,jersey_number,country,cards,positions,match_id
27886,Alexis Mac Allister,Alexis MacAllister,20,Argentina,"[{'time': '60:48', 'card_type': 'Yellow Card', 'reason': 'Foul Committed', 'period': 2}]","[{'position_id': 16, 'position': 'Left Midfield', 'from': '00:00', 'to': '16:08', 'from_period': 1, 'to_period': 1, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 11, 'position': 'Left Defensive Midfield', 'from': '16:08', 'to': '66:26', 'from_period': 1, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 15, 'position': 'Left Center Midfield', 'from': '66:26', 'to': '96:17', 'from_period': 2, 'to_period': 3, 'start_reason': 'Tactical Shift', 'end_reason': 'Substitution - Off (Tactical)'}]",3943077
28263,Gonzalo Ariel Montiel,Gonzalo Montiel,4,Argentina,[],"[{'position_id': 2, 'position': 'Right Back', 'from': '00:00', 'to': '71:17', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Injury)'}]",3943077
28268,Exequiel Alejandro Palacios,Exequiel Palacios,14,Argentina,[],[],3943077
28728,Lucas Martínez Quarta,Lucas Martínez,2,Argentina,[],[],3943077
29201,Nahuel Molina Lucero,Nahuel Molina,26,Argentina,[],"[{'position_id': 7, 'position': 'Right Wing Back', 'from': '116:37', 'to': '71:17', 'from_period': 4, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Substitution - On (Injury)'}, {'position_id': 2, 'position': 'Right Back', 'from': '71:17', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Substitution - On (Injury)', 'end_reason': 'Final Whistle'}]",3943077
29560,Julián Álvarez,,9,Argentina,[],"[{'position_id': 24, 'position': 'Left Center Forward', 'from': '00:00', 'to': '66:26', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 23, 'position': 'Center Forward', 'from': '66:26', 'to': '96:03', 'from_period': 2, 'to_period': 3, 'start_reason': 'Tactical Shift', 'end_reason': 'Substitution - Off (Tactical)'}]",3943077
38718,Enzo Fernandez,,24,Argentina,[],"[{'position_id': 11, 'position': 'Left Defensive Midfield', 'from': '00:00', 'to': '16:08', 'from_period': 1, 'to_period': 1, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 9, 'position': 'Right Defensive Midfield', 'from': '16:08', 'to': '66:26', 'from_period': 1, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 10, 'position': 'Center Defensive Midfield', 'from': '66:26', 'to': '96:47', 'from_period': 2, 'to_period': 3, 'start_reason': 'Tactical Shift', 'end_reason': 'Substitution - Off (Tactical)'}]",3943077
52129,Alejandro Garnacho Ferreyra,Alejandro Garnacho,17,Argentina,[],[],3943077
148397,Valentin Carboni,,21,Argentina,[],[],3943077
3494,Davinson Sánchez Mina,Davinson Sánchez,23,Colombia,[],"[{'position_id': 3, 'position': 'Right Center Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3943077
4276,David Ospina Ramírez,David Ospina,1,Colombia,[],[],3943077
5678,Jefferson Andrés Lerma Solís,Jefferson Lerma,16,Colombia,[],"[{'position_id': 10, 'position': 'Center Defensive Midfield', 'from': '00:00', 'to': '105:00', 'from_period': 1, 'to_period': 4, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3943077
5691,Johan Andrés Mojica Palacio,Johan Mojica,17,Colombia,[],"[{'position_id': 6, 'position': 'Left Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3943077
5692,Juan Fernando Quintero Paniagua,Juan Fernando Quintero,20,Colombia,[],"[{'position_id': 19, 'position': 'Center Attacking Midfield', 'from': '90:00', 'to': None, 'from_period': 3, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3943077
5695,James David Rodríguez Rubio,James Rodríguez,10,Colombia,[],"[{'position_id': 19, 'position': 'Center Attacking Midfield', 'from': '00:00', 'to': '90:00', 'from_period': 1, 'to_period': 3, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3943077
5696,Santiago Arias Naranjo,Santiago Arias,4,Colombia,[],"[{'position_id': 2, 'position': 'Right Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3943077
6193,Andrés Mateus Uribe Villa,Mateus Uribe,15,Colombia,[],"[{'position_id': 10, 'position': 'Center Defensive Midfield', 'from': '105:00', 'to': None, 'from_period': 4, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3943077
6196,Yerry Fernando Mina González,Yerry Mina,13,Colombia,[],[],3943077
6333,Miguel Ángel Borja Hernández,Miguel Borja,9,Colombia,"[{'time': '11:26', 'card_type': 'Yellow Card', 'reason': 'Bad Behaviour', 'period': 4}]","[{'position_id': 24, 'position': 'Left Center Forward', 'from': '105:00', 'to': None, 'from_period': 4, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3943077
8817,Jhon Andrés Córdoba Copete,Jhon Córdoba,24,Colombia,"[{'time': '26:21', 'card_type': 'Yellow Card', 'reason': 'Foul Committed', 'period': 1}]","[{'position_id': 22, 'position': 'Right Center Forward', 'from': '00:00', 'to': '87:52', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3943077
16184,Luis Fernando Sinisterra Lucumí,Luis Sinisterra,18,Colombia,[],[],3943077
18855,Jhon Janer Lucumí Bonilla,Jhon Lucumí,3,Colombia,[],[],3943077
27158,Luis Fernando Díaz Marulanda,Luis Díaz,7,Colombia,[],"[{'position_id': 24, 'position': 'Left Center Forward', 'from': '00:00', 'to': '105:00', 'from_period': 1, 'to_period': 4, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3943077
27166,Álvaro David Montero Perales,Álvaro Montero,25,Colombia,[],[],3943077
27225,Camilo Andrés Vargas Gil,Camilo Vargas,12,Colombia,[],"[{'position_id': 1, 'position': 'Goalkeeper', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3943077
27277,Jhon Adolfo Arias Andrade,Jhon Arias,11,Colombia,[],"[{'position_id': 15, 'position': 'Left Center Midfield', 'from': '00:00', 'to': '105:00', 'from_period': 1, 'to_period': 4, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3943077
27473,Deiver Andrés Machado Mena,,26,Colombia,[],[],3943077
28266,Rafael Santos Borré Amaury,,19,Colombia,[],"[{'position_id': 22, 'position': 'Right Center Forward', 'from': '87:52', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3943077
28567,Carlos Eccehomo Cuesta Figueroa,Carlos Cuesta,2,Colombia,[],"[{'position_id': 5, 'position': 'Left Center Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3943077
28723,Jorge Andrés Carrascal Guardo,Jorge Carrascal,8,Colombia,[],"[{'position_id': 15, 'position': 'Left Center Midfield', 'from': '105:00', 'to': None, 'from_period': 4, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3943077
30976,Jhon Jáder Durán Palacio,Jhon Durán,14,Colombia,[],[],3943077
49395,Richard Rios Montoya,Richard,6,Colombia,[],"[{'position_id': 13, 'position': 'Right Center Midfield', 'from': '00:00', 'to': '87:55', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3943077
60138,Kevin Duvan Castaño Gil,,5,Colombia,[],"[{'position_id': 13, 'position': 'Right Center Midfield', 'from': '87:55', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3943077
60514,Yaser Esneider Asprilla Martínez,Yáser Asprilla,22,Colombia,[],[],3943077
5246,Luis Alberto Suárez Díaz,Luis Suárez,9,Uruguay,[],"[{'position_id': 23, 'position': 'Center Forward', 'from': '45:00', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3943076
5247,Nahitan Michel Nández Acosta,Nahitan Nández,8,Uruguay,[],"[{'position_id': 2, 'position': 'Right Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3943076
5258,Giorgian Daniel De Arrascaeta Benedetti,Giorgian De Arrascaeta,10,Uruguay,[],"[{'position_id': 10, 'position': 'Center Defensive Midfield', 'from': '45:00', 'to': '45:09', 'from_period': 2, 'to_period': 2, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 15, 'position': 'Left Center Midfield', 'from': '45:09', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3943076
5259,José María Giménez de Vargas,José Giménez,2,Uruguay,[],"[{'position_id': 3, 'position': 'Right Center Back', 'from': '00:00', 'to': '48:54', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Player Off'}, {'position_id': 3, 'position': 'Right Center Back', 'from': '49:49', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Player On', 'end_reason': 'Final Whistle'}]",3943076
5260,Rodrigo Bentancur Colmán,Rodrigo Bentancur,6,Uruguay,"[{'time': '83:58', 'card_type': 'Yellow Card', 'reason': 'Foul Committed', 'period': 2}]","[{'position_id': 13, 'position': 'Right Center Midfield', 'from': '00:00', 'to': '45:09', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 10, 'position': 'Center Defensive Midfield', 'from': '45:09', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3943076
6773,Federico Santiago Valverde Dipetta,Federico Valverde,15,Uruguay,[],"[{'position_id': 15, 'position': 'Left Center Midfield', 'from': '00:00', 'to': '45:09', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 13, 'position': 'Right Center Midfield', 'from': '45:09', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3943076
7104,Mathías Olivera Miramontes,Mathías Olivera,16,Uruguay,[],[],3943076
24730,Lucas René Olaza Catrofe,Lucas Olaza,24,Uruguay,[],"[{'position_id': 6, 'position': 'Left Back', 'from': '65:46', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3943076
30736,Paul Brian Rodríguez Bravo,Brian Rodríguez,18,Uruguay,[],"[{'position_id': 17, 'position': 'Right Wing', 'from': '60:36', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3943076
32478,Darwin Gabriel Núñez Ribeiro,Darwin Núñez,19,Uruguay,[],"[{'position_id': 23, 'position': 'Center Forward', 'from': '00:00', 'to': '45:00', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3943076
32480,Ronald Federico Araújo da Silva,Ronald Araújo,4,Uruguay,[],[],3943076
34476,Matías Nicolás Viña Susperreguy,Matías Viña,17,Uruguay,"[{'time': '25:04', 'card_type': 'Yellow Card', 'reason': 'Foul Committed', 'period': 1}]","[{'position_id': 6, 'position': 'Left Back', 'from': '00:00', 'to': '65:46', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3943076
35492,Maximiliano Javier Araújo Vilches,Maximiliano Araújo,20,Uruguay,[],"[{'position_id': 21, 'position': 'Left Wing', 'from': '00:00', 'to': '60:45', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3943076
35690,Sebastián Enzo Cáceres Ramos,Sebastián Cáceres,3,Uruguay,[],"[{'position_id': 5, 'position': 'Left Center Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3943076
36288,Facundo Pellistri Rebollo,Facundo Pellistri,11,Uruguay,[],"[{'position_id': 17, 'position': 'Right Wing', 'from': '00:00', 'to': '60:36', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3943076
36659,Manuel Ugarte Ribeiro,Manuel Ugarte,5,Uruguay,[],"[{'position_id': 10, 'position': 'Center Defensive Midfield', 'from': '00:00', 'to': '45:00', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3943076
36666,Agustín Canobbio Graviz,Agustín Canobbio,14,Uruguay,[],[],3943076
36697,Brian Alexis Ocampo Ferreira,Brian Ocampo,26,Uruguay,[],[],3943076
36706,Cristian Gonzalo Olivera Ibarra,Cristian Olivera,25,Uruguay,[],"[{'position_id': 21, 'position': 'Left Wing', 'from': '60:45', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3943076
36710,Sergio Rochet Álvarez,Sergio Rochet,1,Uruguay,[],"[{'position_id': 1, 'position': 'Goalkeeper', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3943076
36713,Emiliano Martínez Toranza,Emiliano Martínez,21,Uruguay,[],[],3943076
51942,Santiago Andrés Mele Castanero,Santiago Mele,23,Uruguay,[],[],3943076
57128,Franco Israel Wibmer,,12,Uruguay,[],[],3943076
85625,Nicolás Marichal Pérez,,22,Uruguay,[],[],3943076
11187,Stephen Antunes Eustáquio,,7,Canada,[],[],3943076
12365,Alphonso Davies,,19,Canada,[],"[{'position_id': 6, 'position': 'Left Back', 'from': '61:15', 'to': '61:15', 'from_period': 2, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Substitution - On (Tactical)'}, {'position_id': 2, 'position': 'Right Back', 'from': '61:15', 'to': '66:26', 'from_period': 2, 'to_period': 2, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 6, 'position': 'Left Back', 'from': '66:26', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3943076
12770,Jonathan Osorio,,21,Canada,[],"[{'position_id': 19, 'position': 'Center Attacking Midfield', 'from': '00:00', 'to': '76:13', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3943076
12779,Samuel Piette,,6,Canada,[],[],3943076
16120,Richie Laryea,,22,Canada,[],"[{'position_id': 6, 'position': 'Left Back', 'from': '00:00', 'to': '61:15', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 2, 'position': 'Right Back', 'from': '61:15', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3943076
16459,Cyle Larin,,9,Canada,[],[],3943076
18639,Mathieu Choiniere,Mathieu Choinière,24,Canada,[],"[{'position_id': 11, 'position': 'Left Defensive Midfield', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3943076
23363,Liam Millar,,23,Canada,[],"[{'position_id': 12, 'position': 'Right Midfield', 'from': '76:13', 'to': '76:13', 'from_period': 2, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Substitution - On (Tactical)'}, {'position_id': 17, 'position': 'Right Wing', 'from': '76:13', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3943076
23640,Jonathan David,,10,Canada,[],"[{'position_id': 23, 'position': 'Center Forward', 'from': '66:25', 'to': '76:13', 'from_period': 2, 'to_period': 2, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 22, 'position': 'Right Center Forward', 'from': '76:13', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3943076
23758,Maxime Crépeau,,16,Canada,[],[],3943076
23760,Derek Cornelius,,13,Canada,[],"[{'position_id': 5, 'position': 'Left Center Back', 'from': '66:26', 'to': '66:26', 'from_period': 2, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Substitution - On (Tactical)'}, {'position_id': 3, 'position': 'Right Center Back', 'from': '66:26', 'to': '76:13', 'from_period': 2, 'to_period': 2, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 5, 'position': 'Left Center Back', 'from': '76:13', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3943076
23828,Kamal Miller,,4,Canada,[],[],3943076
25078,Thelonius Bair,Theo Bair,11,Canada,[],"[{'position_id': 24, 'position': 'Left Center Forward', 'from': '76:13', 'to': '76:13', 'from_period': 2, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Substitution - On (Tactical)'}, {'position_id': 19, 'position': 'Center Attacking Midfield', 'from': '76:13', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3943076
26152,Jacob Shaffelburg,,14,Canada,[],"[{'position_id': 21, 'position': 'Left Wing', 'from': '00:00', 'to': '76:13', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 16, 'position': 'Left Midfield', 'from': '76:13', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3943076
35707,Joel Waterman,,5,Canada,[],[],3943076
36794,Dayne Tristan St. Clair,Dayne St. Clair,1,Canada,"[{'time': '12:48', 'card_type': 'Yellow Card', 'reason': 'Bad Behaviour', 'period': 5}]","[{'position_id': 1, 'position': 'Goalkeeper', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3943076
37027,Thomas McGill,Tom McGill,18,Canada,[],[],3943076
44703,Alistair Johnston,,2,Canada,[],"[{'position_id': 2, 'position': 'Right Back', 'from': '00:00', 'to': '61:15', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3943076
133189,Luc Rollet De Fougerolles,,3,Canada,"[{'time': '06:07', 'card_type': 'Yellow Card', 'reason': 'Foul Committed', 'period': 1}]","[{'position_id': 3, 'position': 'Right Center Back', 'from': '00:00', 'to': '66:26', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3943076
133229,Ismael Koné,,8,Canada,"[{'time': '77:37', 'card_type': 'Yellow Card', 'reason': 'Foul Committed', 'period': 2}]","[{'position_id': 9, 'position': 'Right Defensive Midfield', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3943076
224603,Tanitoluwa Oluwaseyi,,25,Canada,"[{'time': '61:55', 'card_type': 'Yellow Card', 'reason': 'Foul Committed', 'period': 2}]","[{'position_id': 23, 'position': 'Center Forward', 'from': '00:00', 'to': '66:25', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3943076
224628,Ali Ahmed,,20,Canada,[],"[{'position_id': 17, 'position': 'Right Wing', 'from': '00:00', 'to': '76:13', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3943076
224771,Kyle Hiebert,,26,Canada,[],[],3943076
225215,Jacen Russell-Rowe,,12,Canada,[],[],3943076
383250,Moise Bombito,,15,Canada,[],"[{'position_id': 5, 'position': 'Left Center Back', 'from': '00:00', 'to': '66:26', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 3, 'position': 'Right Center Back', 'from': '66:26', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3943076
